Timestamp,Title,URL/DOI (please check DOI by collating DOI at the end of https://doi.org/  ),Provider/Creators,Material Type (see: https://help.oercommons.org/support/solutions/articles/42000046908-material-types for Glossary of terms),Education Level,Abstract,Language,Conditions of Use,Primary User,Subject Areas,FORRT Clusters  | see: https://forrt.org/clusters,"User Tags (separate by comma if more than one; capitalize each word, except for prepositions)"
2020-05-11T11:01:00.922Z,False Positive Psychology,https://osf.io/4sehf/,Dermot Lynott,"Lecture, Lecture Notes, Reading",College / Upper Division (Undergraduates),A lecture on when analysis goes wrong  A look at false-positive psychology,English,I don't see any of these,"Student, Teacher","Applied Science, Life Science, Math & Statistics, Social Science",Conceptual and Statistical Knowledge,"Lecture,Reproducibility Knowledge"
2020-05-11T11:05:09.426Z,Project TIER,https://www.projecttier.org/,TIER Team,"Activity/Lab, Asssessment, Homework/Assignment, Lesson Plan, Module, Syllabus",College / Upper Division (Undergraduates),"Project TIER (Teaching Integrity in Empirical Research) promotes the integration of principles and practices related to transparency and replicability in the research training of social scientists. We develop methods and tools for enhancing research transparency that are specially designed to serve the needs of undergraduate and graduate students, and disseminate them to faculty who teach courses on quantitative methods or supervise student research, as well as to students interested in adopting them independently. Our goal is to reach a day in which training in research transparency becomes standard and ubiquitous in the education of social scientists.",English,CC BY-NC,"Student, Teacher","Applied Science, Math & Statistics, Social Science","Conceptual and Statistical Knowledge,Reproducible Analyses,Preregistration,Open Data and Materials,Replication Research","Framework,Reproducibility Knowledge"
2020-05-11T11:10:12.608Z,Measurement Matters,https://docs.google.com/document/d/11jyoXtO0m2lUywpC04KjLvI5QcBUY4YtwEvw6cg2cMs/edit,Eiko Fried  and Jessica Flake,Reading,College / Upper Division (Undergraduates),"This resource list contains reading material on the topic of measurement in psychological sciences. We hope the list will be a useful tool in helping researchers to improve measurement practices, and inspire debates about measurement in psychology. We initiated the repository originally as accompanying material to our piece in the APS Observer entitled “Measurement Matters”. We consider it to be a preliminary, active, living document, and plan to update it regularly. We also want to acknowledge that the list is the outcome of many different sources, such as the SIPS pre-conference at SPSP 2018. If you have other papers you would like to see included here, please let us know (eikofried@gmail.com & kayflake@gmail.com).
This is not a complete overview of all relevant papers on measurement in psychology, but a selection of useful papers. We don’t agree with all positions put forward, but believe the papers and books provide a healthy balance of viewpoints. We intend this list as a resource for researchers at all levels of measurement expertise, and marked a few papers with * that we consider to be exceptionally suitable introductory papers for beginners. You can find the list on the Open Science Framework at https://osf.io/zrkd4. ",English,I don't see any of these,"Student, Researcher",Social Science,"Conceptual and Statistical Knowledge,Reproducible Analyses,Open Data and Materials","Collection,Reproducibility Knowledge"
2020-05-11T11:12:54.746Z,course syllabi for open and reproducible science,https://osf.io/vkhbt/wiki/home/,Ball et al.,"Reading, syllabus",College / Upper Division (Undergraduates),"A collection of course syllabi from any discipline featuring content to examine or improve open and reproducible research practices. Email to join project, access articles, or add other syllabi.",English,CC BY,"Student, Teacher, Researchers","Applied Science, Life Science, Social Science",Conceptual and Statistical Knowledge,"Collection,Reproducibility Knowledge"
2020-05-11T11:20:16.279Z,Understanding Bayes: Visualization of the Bayes Factor,http://alexanderetz.com/2015/08/09/understanding-bayes-visualization-of-bf/,Alexander Etz,"Diagram/Illustration, Reading, Student Guide, Teaching/Learning Strategy, R code",College / Upper Division (Undergraduates),An abstract about Understanding Bayes and visualising Bayes Factor,English,I don't see any of these,"Student, Teacher",Math & Statistics,"Conceptual and Statistical Knowledge,Reproducible Analyses","Blog,R code"
2020-05-11T11:24:04.657Z,Tutorial/R code for creating scree/parallel analysis plots,https://sakaluk.wordpress.com/2016/05/26/11-make-it-pretty-scree-plots-and-parallel-analysis-using-psych-and-ggplot2/,John K Sakaluk,"Reading, R code","College / Upper Division (Undergraduates), Graduate / Professional","With this post, I’m going to be showing how you can use the psych package in conjunction with ggplot2 in order to create a prettier scree plot with parallel analysis–a very useful visualization when conducting exploratory factor analysis.",English,I don't see any of these,"Student, Teacher",Math & Statistics,Conceptual and Statistical Knowledge,"Blog,Tutorial"
2020-05-11T11:26:11.166Z,Tutorial/R code for creating funnel/forest plots,https://sakaluk.wordpress.com/2016/02/16/7-make-it-pretty-plots-for-meta-analysis/,John K. Sakaluk,"Reading, R code","College / Upper Division (Undergraduates), Graduate / Professional","Meta-analyses are often accompanied by two popular forms of data visualization: forest plots and funnel plots. In this post, I’ll show how quick-and-dirty forest and funnel plots can be created with the metafor package. After, I’ll show how we can instead use the ggplot2 package to create forest plots and use the ggplot2 package to create funnel plots, so that we can have pretty plots that are easy to change/stylize, and that can be produced regardless of which meta-analysis package for R that you elect to use.",English,I don't see any of these,"Student, Teacher","Life Science, Math & Statistics, Social Science",Conceptual and Statistical Knowledge,"Blog,Tutorial"
2020-05-11T11:28:42.584Z,Tutorial/R code for creating plots for 2-way interactions,https://sakaluk.wordpress.com/2015/08/27/6-make-it-pretty-plotting-2-way-interactions-with-ggplot2/,John K. Sakaluk,"Reading, R code","College / Upper Division (Undergraduates), Graduate / Professional","ggplot2, as I’ve already made clear, is one of my favourite packages for R. And since that original post about ggplot2 remains one of my most frequently visited, I thought I would proceed with starting a series of posts called “Make It Pretty”, all about sharing ways of visualizing data that I think are attractive/effective/comprehensive. So with this inaugural MIP post, I will be covering how to plot 2-way interactions using ggplot2. 2-way interactions can come in one of three general forms, and I will be providing code for plotting each. This will be a pretty lengthy post (lots of code/explanation), so if you’re only interested in learning how to plot a particular form, just click the the one below. Oh, and each uses an APA format theme that I’ve shared before, but just click here to quickly flip to the code if you need it.",English,I don't see any of these,"Student, Teacher","Life Science, Math & Statistics, Social Science",Conceptual and Statistical Knowledge,"Blog,Tutorial"
2020-05-11T11:45:49.086Z,Replication in Psychology: a historical perspective,https://psyborgs.github.io/projects/replication-in-psychology/,Michael Pettit,Interactive,College / Upper Division (Undergraduates),"The reproducibility of psychological findings has generated much discussion of late. However, the question of replication is not a new one for psychologists. Psychologist have long debated how best to measure their phenomena, how to design their studies, how best to interpret their data, and whether their findings have a broader relevance.",English,I don't see any of these,Student,Social Science,,"Blog,Reproducibility Knowledge"
2020-05-11T11:49:03.272Z,The Hardest Science,https://hardsci.wordpress.com/,Sanjay Srivastava,Reading,College / Upper Division (Undergraduates),"Blogposts about psychology, reproducibility, replication etc.",English,I don't see any of these,"Student, Researcher","Math & Statistics, Social Science","Conceptual and Statistical Knowledge,Reproducible Analyses,Preregistration,Open Data and Materials,Replication Research","Blog,Reproducibility Knowledge"
2020-05-14T10:09:38.349Z,P-curve,http://willgervais.com/blog/2014/7/20/my-p-curve,Will Gervais,Reading,College / Upper Division (Undergraduates),An abstract about the p-curve,English,I don't see any of these,Student,Social Science,"Reproducibility and Replicability Knowledge,Conceptual and Statistical Knowledge,Replication Research",Blog
2020-05-14T10:11:39.371Z,Mission: P-curve,http://willgervais.com/blog/2015/3/27/mission-p-curve,Will Gervais,Reading,College / Upper Division (Undergraduates),A blog about the p-curve,English,I don't see any of these,"Student, Teacher",Social Science,"Reproducibility and Replicability Knowledge,Conceptual and Statistical Knowledge,Replication Research",Blog
2020-05-14T10:14:00.086Z,"Bad Science log, post-Guardian",http://www.badscience.net/,Ben Goldacre,Reading,College / Upper Division (Undergraduates),Blogs about bad science,English,I don't see any of these,"Student, Teacher","Applied Science, Math & Statistics","Reproducibility and Replicability Knowledge,Conceptual and Statistical Knowledge,Replication Research",Blog
2020-05-14T10:16:27.761Z,Bargain Basement Bayes,https://funderstorms.wordpress.com/2015/07/22/bargain-basement-bayes/,David Funder,Reading,College / Upper Division (Undergraduates),A blog about bayesian Statistics,English,I don't see any of these,Student,"Applied Science, Math & Statistics, Social Science","Reproducibility and Replicability Knowledge,Conceptual and Statistical Knowledge,Replication Research",Blog
2020-05-14T10:17:42.725Z,Understanding Bayes: A Look at the Likelihood,http://alexanderetz.com/2015/04/15/understanding-bayes-a-look-at-the-likelihood/,Alexander Etz,Reading,College / Upper Division (Undergraduates),A blog about bayesian statistics,English,I don't see any of these,Student,"Applied Science, Math & Statistics, Social Science",Conceptual and Statistical Knowledge,Blog
2020-05-14T10:21:04.770Z,The Test of Insufficient Variance (TIVA): A New Tool for the Detection of Questionable Research Practices,https://replicationindex.wordpress.com/2014/12/30/the-test-of-insufficient-variance-tiva-a-new-tool-for-the-detection-of-questionable-research-practices/,Ulrich Schimmack ,"Reading, Student Guide",College / Upper Division (Undergraduates),"It has been known for decades that published results tend to be biased (Sterling, 1959). For most of the past decades this inconvenient truth has been ignored. In the past years, there have been many suggestions and initiatives to increase the replicability of reported scientific findings (Asendorpf et al., 2013). One approach is to examine published research results for evidence of questionable research practices (see Schimmack, 2014, for a discussion of existing tests). This blog post introduces a new test of bias in reported research findings, namely the Test of Insufficient Variance (TIVA).",English,I don't see any of these,"Student, Teacher","Applied Science, Math & Statistics, Social Science",Conceptual and Statistical Knowledge,Blog
2020-05-14T10:22:54.428Z,Replacing p-values with Bayes-Factors: A Miracle Cure for the Replicability Crisis in Psychological Science,https://replicationindex.wordpress.com/2015/04/30/replacing-p-values-with-bayes-factors-a-miracle-cure-for-the-replicability-crisis-in-psychological-science/,Ulrich Schimmack ,"Reading, Student Guide",College / Upper Division (Undergraduates),A blog post about choosing Bayes Factor over p-value,English,I don't see any of these,"Student, Teacher","Applied Science, Math & Statistics, Social Science",Conceptual and Statistical Knowledge,Blog
2020-05-14T10:25:50.166Z,The New Statistics: Effect Sizes and Confidence Intervals (Workshop Part 3),https://www.youtube.com/watch?v=1P2yV6joYlc,Psychological Science/Geoff Cumming,"Student Guide, Teaching/Learning Strategy, Video",College / Upper Division (Undergraduates),A video about effect sizes and confidence intervals,English,I don't see any of these,"Student, Teacher","Math & Statistics, Social Science",Conceptual and Statistical Knowledge,Video
2020-05-14T10:39:09.822Z,SPSP experts - open science,http://spsp.org/resources/multimedia/experts/openscience,Society for Social and Personality Psychology,"Teaching/Learning Strategy, Video",College / Upper Division (Undergraduates),"A video about open science, pre-registration etc.",English,I don't see any of these,"Student, Teacher","Applied Science, Math & Statistics, Social Science","Conceptual and Statistical Knowledge,Reproducible Analyses,Preregistration,Open Data and Materials,Replication Research","Video,Reproducibility Knowledge"
2020-05-14T11:00:11.164Z,Nick Brown talk: replicability and reproducibility,https://www.youtube.com/watch?v=tTuZ-IEc0Eg&feature=youtu.be&t=1h50m15s,BPSOfficial/Nick Brown,Video,College / Upper Division (Undergraduates),A video about replicability and reproducibility debate,English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Reproducible Analyses,Open Data and Materials,Replication Research","Video,Replication Research"
2020-05-14T11:09:05.222Z,Unlikely Results,https://www.youtube.com/watch?v=TosyACdsh-g,The Economist,"Student Guide, Teaching/Learning Strategy, Video",College / Upper Division (Undergraduates),Why most published scientific research is probably false,English,I don't see any of these,"Student, Teacher","Applied Science, Math & Statistics, Social Science",Conceptual and Statistical Knowledge,Video
2020-05-14T11:13:50.654Z,Why an Entire Field of Psychology Is in Trouble,https://www.youtube.com/watch?v=2MDNvKXdLEM,SciShow/Michael Aranda,"Student Guide, Teaching/Learning Strategy, Video",College / Upper Division (Undergraduates),A video about psychology being trouble,English,I don't see any of these,"Student, Teacher",Social Science,Reproducibility and Replicability Knowledge,Video
2020-05-14T11:21:34.371Z,Cognitive Science StackExchange site (for psychology Q&A),http://cogsci.stackexchange.com,Anon,"Student Guide, Teaching/Learning Strategy",College / Upper Division (Undergraduates),A website about questions on psychology,English,I don't see any of these,"Student, Teacher, Adminstrator, Parent, Librarian","Applied Science, Math & Statistics, Social Science","Reproducibility and Replicability Knowledge,Conceptual and Statistical Knowledge,Reproducible Analyses,Preregistration,Open Data and Materials,Replication Research",Website
2020-05-14T11:23:51.707Z,"Resources (tutorials, papers, analysis scripts, utilities) for testing moderation and mediation",http://quantpsy.org/medn.htm,Kristopher J. Preacher,Lesson,College / Upper Division (Undergraduates),A website about moderation and mediation,English,I don't see any of these,"Student, Teacher",Math & Statistics,Conceptual and Statistical Knowledge,Website
2020-05-14T11:32:55.954Z,open stats lab,https://sites.trinity.edu/osl/,Kevin P. McIntyre,"Activity/Lab, Data Set",College / Upper Division (Undergraduates),A website about open statistic labs with data and activities,English,I don't see any of these,"Student, Teacher",Math & Statistics,Conceptual and Statistical Knowledge,Website
2020-05-14T11:38:14.786Z,CrossValidated StackExchange site (for statistics Q&A),http://stats.stackexchange.com,Anon,"Student Guide, Teaching/Learning Strategy, Unit of Study, Website",College / Upper Division (Undergraduates),A website about questions on statistics,English,I don't see any of these,"Student, Teacher, Librarian",Math & Statistics,"Reproducibility and Replicability Knowledge,Conceptual and Statistical Knowledge,Reproducible Analyses,Preregistration,Open Data and Materials,Replication Research",Website
2020-05-14T11:43:57.289Z,Psych 3400,https://crumplab.github.io/psyc3400/,Dr Matt Crump,"Data Set, Full Course, Lecture, Lecture Notes, Lesson, Lesson Plan, Module, Reading, Student Guide, Syllabus, Teaching/Learning Strategy, Tutorial,Textbook",College / Upper Division (Undergraduates),A statistics book and tutorial about statistics,English,I don't see any of these,"Student, Teacher",Math & Statistics,Conceptual and Statistical Knowledge,"Statistical Book,Tutorial"
2020-05-14T11:55:45.849Z,Learn Statistics With R,https://learningstatisticswithr.com/,Danielle Navarro,"Textbook,  R Tutorial",College / Upper Division (Undergraduates),"Back in the grimdark pre-Snapchat era of humanity (i.e. early 2011), I started teaching an introductory statistics class for psychology students offered at the University of Adelaide, using the R statistical package as the primary tool. I wrote my own lecture notes for the class, which have now expanded to the point of effectively being a book. The book is freely available, and as of version 0.6 it is released under a creative commons licence (CC BY-SA 4.0)",English,CC BY-SA,"Student, Teacher",Math & Statistics,Conceptual and Statistical Knowledge,"Statistical Book,Tutorial"
2020-05-14T11:59:39.296Z,Learn Stats with Jamovi,https://www.learnstatswithjamovi.com/,Danielle Navarro and David R Foxcraft ,"Data Set, Textbook, Tutorial",College / Upper Division (Undergraduates),A statistical tutorial about using Jamovi ,English,I don't see any of these,Student,Math & Statistics,Conceptual and Statistical Knowledge,"Statistical Book,Tutorial"
2020-05-14T12:30:42.070Z,Ben Goldacre: Battling Bad Science,https://www.youtube.com/watch?v=h4MhbkWJzKk,TED/Ben Goldacre,Video,College / Upper Division (Undergraduates),A video about battling bad science,English,I don't see any of these,Student,"Applied Science, Math & Statistics, Social Science",Conceptual and Statistical Knowledge,Video
2020-05-14T19:07:09.627Z,"John Ioannidis: ""Reproducible Research: True or False?"" | Talks at Google",https://www.youtube.com/watch?v=GPYzY9I78CI,John Ioannidis,"Student Guide, Teaching/Learning Strategy, Video",College / Upper Division (Undergraduates),A video detailing whether reproducible research is true or false,English,I don't see any of these,Student,"Applied Science, Math & Statistics, Social Science",Conceptual and Statistical Knowledge,Video
2020-05-15T05:01:55.362Z,The Missing Semester of Your CS Education,https://missing.csail.mit.edu/,MIT,Full Course,College / Upper Division (Undergraduates),Course on computer sciences skills needed for all scientific research,English,CC BY-NC-SA,"Student, Teacher","Applied Science, Career and Technical Education, Life Science, Math & Statistics, Physical Science, Social Science",,Computer Sciences
2020-05-15T12:44:08.383Z,Last Week Tonight with John Oliver: Scientific Studies (HBO),https://www.youtube.com/watch?v=0Rnq1NpHdmw,Last Week Tonight/John Oliver,"Student Guide, Teaching/Learning Strategy, Video",College / Upper Division (Undergraduates),A video about scientific studies,English,I don't see any of these,Student,"Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research",Video
2020-05-15T13:01:06.716Z,The New Statistics: Meta-Analysis and Meta-Analytic Thinking (workshop Part 6),https://www.youtube.com/watch?v=2CBIQDoHCKU,Psychological Science/Geoff Cumming,"Student Guide, Teaching/Learning Strategy, Video",College / Upper Division (Undergraduates),A video about meta analysis and meta-analytical thinking,English,I don't see any of these,Student,Math & Statistics,Conceptual and Statistical Knowledge,Video
2020-05-15T13:07:53.560Z,Transparent and Open Social Science Research  course,https://www.bitss.org/mooc-parent-page/,Berkeley Initiative for Transparency in the Social Sciences,"Full Course, Lecture, Module, Video",College / Upper Division (Undergraduates),"Demand is growing for evidence-based policy making, but there is also growing recognition in the social science community that limited transparency and openness in research have contributed to widespread problems. With this course, you can explore the causes of limited transparency in social science research, as well as tools to make your own work more open and reproducible.",English,I don't see any of these,"Student, Teacher","Applied Science, Life Science, Social Science","Conceptual and Statistical Knowledge,Reproducible Analyses,Preregistration,Open Data and Materials,Replication Research","Course,Video,Reproducibility Knowledge"
2020-05-15T13:31:19.979Z,"The New Statistics: Confidence Intervals, NHST, and p Values (Workshop Part 1)",https://www.youtube.com/watch?v=iJ4kqk3V8jQ,Psychological Science/Geoff Cumming,"Student Guide, Teaching/Learning Strategy, Video",College / Upper Division (Undergraduates),"A video about Confidence Intervals, NHST, and p Values",English,I don't see any of these,"Student, Teacher",Math & Statistics,Conceptual and Statistical Knowledge,Video
2020-05-15T14:20:16.230Z,The New Statistics: Research Integrity & the New Statistics (Workshop Part 2),https://www.youtube.com/watch?v=wb0rnZBlcRg,Psychological Science/Geoff Cumming,"Student Guide, Teaching/Learning Strategy, Video",College / Upper Division (Undergraduates),A video about Research Integrity & the New Statistics,English,I don't see any of these,"Student, Teacher","Applied Science, Life Science, Math & Statistics, Social Science",Conceptual and Statistical Knowledge,"Video,Reproducibility Knowledge"
2020-05-15T14:45:33.125Z,The New Statistics: The New Statistics in Action (Workshop Part 4),https://www.youtube.com/watch?v=QYNJMAqZvBQ,Psychological Science/Geoff Cumming,"Student Guide, Teaching/Learning Strategy, Video",College / Upper Division (Undergraduates),A video about New statistics in action,English,I don't see any of these,"Student, Teacher","Applied Science, Math & Statistics, Social Science",Conceptual and Statistical Knowledge,Video
2020-05-15T15:37:55.398Z,"The New Statistics: Planning, Power, and Precision (Workshop Part 5)",https://www.youtube.com/watch?v=Np4lxvS8C-E,Psychological Science/Geoff Cumming,"Student Guide, Teaching/Learning Strategy, Video",College / Upper Division (Undergraduates),A video about power analysis and precision,English,I don't see any of these,"Student, Teacher","Applied Science, Math & Statistics",Conceptual and Statistical Knowledge,Video
2020-05-15T15:42:02.427Z,Statistical Rethinking Winter 2015,https://www.youtube.com/playlist?list=PLDcUM9US4XdMdZOhJWJJD4mDBMnbTWw_z,Richard McElreath,"Lecture, Teaching/Learning Strategy, Video",College / Upper Division (Undergraduates),A video about Statistical Rethinking: A Bayesian Course with R ,English,I don't see any of these,"Student, Teacher",Math & Statistics,Conceptual and Statistical Knowledge,"Video,Bayesian"
2020-05-15T15:44:46.399Z,Bradley Efron: Frequentist accuracy of Bayesian estimates,https://www.youtube.com/watch?v=2oKw5HHAWs4,RoyalStatSoc/Bradley Efron,"Student Guide, Teaching/Learning Strategy, Video",College / Upper Division (Undergraduates),A video about Frequentist accuracy of Bayesian estimates,English,I don't see any of these,"Student, Teacher",Math & Statistics,Conceptual and Statistical Knowledge,"Video,Bayesian"
2020-05-15T17:50:57.842Z,Philosophical Psychology 1989,http://meehl.umn.edu/video,P. E. Meehl,"Primary Source, Student Guide, Teaching/Learning Strategy, Video",College / Upper Division (Undergraduates),"P. E. Meehl did first 10 sessions (Winter Quarter, Jan–Mar 1989). In the Spring Quarter, several other department members lectured on various topics. Then PEM did last two sessions (5/25/89 and 6/1/89).",English,I don't see any of these,"Student, Teacher","Applied Science, Math & Statistics, Social Science","Reproducibility and Replicability Knowledge,Conceptual and Statistical Knowledge,Reproducible Analyses,Preregistration,Open Data and Materials,Replication Research","Course,Video"
2020-05-16T06:36:40.345Z,Faking Science: A True Story of Academic Fraud,https://errorstatistics.files.wordpress.com/2014/12/fakingscience-20141214.pdf,Diederik Stapel/Translated by Nicholas J. L. Brown,Primary Source,College / Upper Division (Undergraduates),A book about Academic Fraud,English,CC BY-NC-ND,"Student, Teacher","Applied Science, Social Science","Reproducibility and Replicability Knowledge,Reproducible Analyses,Replication Research","Textbook,Reproducibility Crisis and Credibility Revolution"
2020-05-16T07:21:04.327Z,Science and Pseudoscience BBC Radio Talk,http://www.lse.ac.uk/philosophy/department-history/science-and-pseudoscience-overview-and-transcript/,London School of Economics and Political Science,"Student Guide, Teaching/Learning Strategy, Podcast",College / Upper Division (Undergraduates),A podcast about science and pseudoscience,English,I don't see any of these,"Student, Teacher","Applied Science, Social Science","Reproducibility and Replicability Knowledge,Replication Research","Podcast,Reproducibility Crisis and Credibility Revolution"
2020-05-16T07:32:40.694Z,Stereotype threat,https://www.wnycstudios.org/story/stereothreat/,"Simon Adler, Amanda Aronczyk and Dan Engber","Teaching/Learning Strategy, Podcast",College / Upper Division (Undergraduates),A podcast about stereotype threat and replication,English,I don't see any of these,"Student, Teacher","Applied Science, Social Science","Reproducible Analyses,Preregistration,Open Data and Materials,Replication Research","Podcast,Reproducibility Knowledge,Reproducibility Crisis and Credibility Revolution"
2020-05-16T10:33:44.148Z,The Hidden Brain,https://www.npr.org/2016/05/24/477921050/when-great-minds-think-unlike-inside-sciences-replication-crisis,Shankar Vedantam and Maggie Penman,"Student Guide, Teaching/Learning Strategy, Podcast",College / Upper Division (Undergraduates),A podcast about replication crisis,English,I don't see any of these,"Student, Teacher","Applied Science, Social Science",Replication Research,"Podcast,Reproducibility Knowledge,Reproducibility Crisis and Credibility Revolution"
2020-05-16T10:35:36.465Z,Neuroscientist Explains,https://www.theguardian.com/science/audio/2018/mar/19/a-neuroscientist-explains-psychologys-replication-crisis-podcast,Daniel Glaser,"Student Guide, Teaching/Learning Strategy, Podcast",College / Upper Division (Undergraduates),Daniel Glaser apprehensively revisits an article of his that saw some fallout due to a study he cited. But that study was not the only one involved in what is now being called a crisis for psychology and further afield,English,I don't see any of these,Student,"Applied Science, Social Science",Replication Research,"Podcast,Reproducibility Knowledge,Reproducibility Crisis and Credibility Revolution"
2020-05-16T10:37:17.656Z,Detecting fraud in social science,http://rationallyspeakingpodcast.org/show/rs-155-uri-simonsohn-on-detecting-fraud-in-social-science.html,Julia Galef/Uri Simonsohn,"Teaching/Learning Strategy, Unit of Study, Podcast",College / Upper Division (Undergraduates),"He's been called a ""Data vigilante."" In this episode, Prof. Uri Simonsohn describes how he detects fraudulent work in psychology and economics -- what clues tip him off? How big of a problem is fraud relative to other issues like P-hacking? And what solutions are there?",English,I don't see any of these,"Student, Teacher","Applied Science, Social Science",Replication Research,"Podcast,Reproducibility Knowledge,Reproducibility Crisis and Credibility Revolution"
2020-05-16T10:43:38.483Z,The Experiment Experiment,http://www.npr.org/sections/money/2016/01/15/463237871/episode-677-the-experiment-experiment,Planet Money,"Student Guide, Teaching/Learning Strategy, Podcast",College / Upper Division (Undergraduates),"A few years back, a famous psychologist published a series of studies that found people could predict the future — not all the time, but more often than if they were guessing by chance alone.The paper left psychologists with two options. ""Either we have to conclude that ESP is true,"" says Brian Nosek, a psychologist at the University of Virginia, ""or we have to change our beliefs about the right ways to do science."" Nosek is going with Option B — and not just for psychology experiments. He thinks there's something wrong with the way we're doing science. And he launched a massive project to try to fix it.",English,I don't see any of these,Student,"Applied Science, Social Science",Replication Research,"Podcast,Reproducibility Knowledge,Reproducibility Crisis and Credibility Revolution"
2020-05-16T11:07:57.302Z,Everything Hertz,https://soundcloud.com/everything-hertz,Sound Cloud,"Student Guide, Teaching/Learning Strategy, Podcast",College / Upper Division (Undergraduates),A podcast about open science and psychology,English,I don't see any of these,"Student, Teacher","Applied Science, Social Science","Reproducibility and Replicability Knowledge,Reproducible Analyses,Preregistration,Open Data and Materials,Replication Research","Podcast,Reproducibility Crisis and Credibility Revolution"
2020-05-16T11:19:55.592Z,You are not so smart,https://youarenotsosmart.com/2017/07/19/yanss-100-the-replication-crisis/,David McRaney,"Student Guide, Teaching/Learning Strategy, Podcast",College / Upper Division (Undergraduates),"Psychology is working on the hardest problems in all of science. Physics, astronomy, geology — those are easy, by comparison. Understanding consciousness, willpower, ideology, social change – there’s a larger-than-Large-Hadron-Collider level of difficulty to each one of these, but since these are more relatable ideas than quarks and bosons and mass coronal ejections — this a science about our minds and selves — it’s easier to create eye-catching headlines and, well, to make podcasts about them. This is the problem. Because the system for distributing the findings of science is based on publication within journals, which themselves are often depend on the interest of the general media, all the biases that come with that system and media consumption in general are now causing the sciences that are most interesting to the public to get tainted by that interest. As you will hear in this episode, one of the most famous and most talked-about phenomena in recent psychological history, ego depletion, hasn’t been doing so well in replication attempts. In the show, journalist Daniel Engber who wrote an article for Slate about the failure to replicate many of the famous ego depletion experiments will detail what this means for the science and the scientists involved. Also, you’ll hear from psychologist Brain Nosek, who says, “Science is wrong about everything, but you can trust it more than anything.” Nosek is director of the Center for Open Science, an organization working to correct what they see as the temporarily wayward path of psychology. Nosek recently lead a project in which 270 scientists sought to replicate 100 different studies in psychology, all published in 2008 — 97 of which claimed to have found significant results — and in the end, two-thirds failed to replicate. Clearly, some sort of course correction is in order. There is now a massive effort underway sort out what is being called the replication crisis. Much of the most headline-producing research in the last 20 years isn’t standing up to attempts to reproduce its findings. Nosek wants to clean up the processes that have lead to this situation, and in this episode, you’ll learn how he and others plan to do so.",English,I don't see any of these,"Student, Teacher","Applied Science, Social Science","Reproducibility and Replicability Knowledge,Reproducible Analyses,Preregistration,Open Data and Materials,Replication Research","Podcast,Reproducibility Crisis and Credibility Revolution"
2020-05-16T11:34:46.639Z,Open science: many hands make light work,https://www.jisc.ac.uk/podcasts/open-science-many-hands-make-light-work-30-oct-2015,Jisc,"Student Guide, Teaching/Learning Strategy, Podcast",College / Upper Division (Undergraduates),Open science has been highlighted as one of the priorities of the Dutch presidency of the European Union in 2016. Matthew Dovey discusses the motivations behind the open science movement and why initiatives to support it are more important than ever. Read his original blog.,English,I don't see any of these,"Student, Teacher","Applied Science, Social Science","Reproducibility and Replicability Knowledge,Reproducible Analyses,Preregistration,Open Data and Materials,Replication Research","Podcast,Reproducibility Crisis and Credibility Revolution"
2020-05-16T12:04:50.998Z,Circle of Willis (episode with Sinime Vazire),http://circleofwillispodcast.com/episode-8-simine-vazire,Jim Coan,"Student Guide, Teaching/Learning Strategy, Podcast",College / Upper Division (Undergraduates),"Welcome to Episode 8, where I talk to SIMINE VAZIRE, Associate Professor of Psychology at the University of California at Davis, about the stability of personality, our ability to know ourselves, and some of the nuances within the prescriptive advice of the Open Science Movement.  Simine wears a number of different hats. In recent years, she’s been at or near the center of ongoing conversations among scientists about the virtues and challenges of open science. As part of this work, she co-founded the Society for the Improvement of Psychological Science (SIPS) and co-hosts a science podcast (with Sanjay Srivastava and Alexa Tullett) called THE BLACK GOAT. Simine is also editor in chief of the journal Social Psychological and Personality Science and a senior editor at Collabra. Interestingly, Simine has also been a part of the conversation about the process of criticism in science. As most listeners well know, criticism is unquestionably essential if science is going to be self-correcting (which is of course the whole point!). One question the field has been grappling with is the point at which criticism crosses over into harassment and bullying—a question at the heart of a recent op-ed Simine wrote for Slate. I have my own thoughts on this question, which I’ll save for another time, but one of the reasons I was so keen to ask Simine to be on Circle of Willis is that I find her approach to grappling with such questions to be equal parts humble, charitable, and firm. She isn’t likely to allow a legitimate criticism to be brushed aside in order to avoid hurting someone's feelings, but neither is she going to participate in (or for that matter tolerate) bullying. I think that in our age of shoot-from-the-hip outrage, that can be a hard path to find, let alone walk, and I genuinely admire her efforts. There are many other things I love about Simine, but as you’ll hear in this episode, at or near the top of the list of her agreeable traits is that she’ll be the first to tell any of you that sometimes she’s wrong. We try to be right while tolerating (and admitting to) our mistakes.  Oh, and — seriously — keep a notepad handy for this episode. Simine is unusually quotable!",English,I don't see any of these,"Student, Teacher","Applied Science, Social Science","Reproducibility and Replicability Knowledge,Reproducible Analyses,Preregistration,Open Data and Materials,Replication Research","Podcast,Reproducibility Crisis and Credibility Revolution"
